"﻿Customer Name","Customer Country","Description of the Customer's AI Use Case(s)","Opportunity Size V2",Status,Maturity,"Importance Classification","Priority - CoE Priotization","AI CoE Lead","AI Co-Prime",Specialist,"Opportunity ID",Region,"Slack Channel",Date,"Submitter Slack Email",Submitter,Comments,Proposal,Canvas,Partner,"Last communication"
reco.ai,Israel,"Reco.ai (https://www.reco.ai/) is a company essentially providing Security solns for all things ""SaaS-related"" for their customers. Anything from Google Workspace, MS 365, Oracle Fusion (eg. Fusion HCM), Slack, Jira, etc. (including services like IAM/MFA/etc.). Their main goal is to protect the SaaS ecosystem of their customers. They run App Discovery processes where they map all apps an organization uses & then they monitor and analyze customer emails metadata & API calls to/from MS AD and they use LLMs to augment their analysis. Currently using. OpenAI on Azure (specifically GPT4o) to augment the main operation of their solution. Company owner and reco.ai architects wish to use Closed Source LLMs from Cohere due to security & regulation reasons and wish to onboard OCI GenAI Service to test their solution after their visit to CW24.

What they want to do is to use a Managed PaaS GenAI Service from Oracle* and â€˜compareâ€™ the results with what they are doing already with MS/OpenAI.  Already interfacing with the customer from CoE and also Specialist perspective. Initial call has already taken place with myself, ACE and reco.ai team. Next meeting with CoE & Specialist together taking place Monday 11/11.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,,A6TJTT,,,2024-11-04T16:22:02Z,andreas.stellatos@oracle.com,andreas.stellatos@oracle.com,,,,,
"MR Healthtech",Greece,"MR Healthtech (https://www.munichre.com/mrhealthtech/en.html) is a Healthcare Insurance services provider with HQs in Greece and operating in multiple countries and especially Middle East territory. They are an OCI customer including products like ADW & OAC and they have built various apps for their customers including SMAART which surfaces their data. SMAART is a Claims Reserving, Portfolio Monitoring and Pricing System for the health insurance business with an APEX front end. They are in need for a SQL Agent for SMAART that will be available to their main End User audience for this type of solution which is someone from an Insurance company's back end that is a customer of MRH and wants via an SQL Agent/AI Assistant inquire about MRH's SMAART services. We are supporting them already on a PoC utilising Select AI & OCI GenAI Service which is near the end of its delivery and while also they have tested other AI/GenAI technologies together, we are in the process of building another use case (Document RAG for insurance policy documents).","<= $100K",Active,"Won Deal","Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,"omar.s.salem@oracle.com, marc.gueury@oracle.com",A4WY4Y,,C08L765TZ2A,2024-11-04T17:09:03Z,andreas.stellatos@oracle.com,andreas.stellatos@oracle.com,"Analytics DA live, Agents extension discussion ongoing. currently exploring FRA as the main tenancy for OnDemand GenAI Service usage for MEA customers since no avail yet in UAE. DAC considered as well. Meetings with customer after 25/4",,,,
Embedl,Sweden,"Customer is currently running a multicloud setup for their infrastructure + GPU workloads. For 2025, they are looking at:

1) purchasing an on-premises GPU stack for the coming 2-3 years; and 
2) optimizing their on-demand GPU workloads between multiple cloud vendors.

The customer has requested a pricing estimate asap (in the next week) for the on-prem stack vs OCI.

Looking for an expert to join me on the next call with the CTO, to talk about the on-prem vs OCI as well as their future on-demand GPU needs.

More details via DM, thanks.",<=$500K,Active,Discovery,"Tier 1 - Incoming Engagement",,"jomon.kunnel@oracle.com, mohammed.hafeez@oracle.com",,,"N/A (will create one today)",,C0834PND4A3,2024-11-05T10:57:33Z,niklas.ruottu@oracle.com,niklas.ruottu@oracle.com,,,,,
"Dubai Holding",MEA,"The customer has already implemented the Oracle Fusion application, and we are working with them to implement Oracle AI Assistant for Employees with Gen AI capabilities for HR. Enhance employee experience with all functionalities available via Chatbot and support user queries onÂ all the company'sÂ knowledge base contentÂ based on the Gen AI and RAG capabilities.","<= $100K",Paused,Qualification,"Tier 1 - Incoming Engagement",,"mohammed.hafeez@oracle.com, muhammad.k.manzoor@oracle.com",,,,,,2024-10-24T06:48:37Z,muhammad.k.manzoor@oracle.com,noman.qadir@oracle.com,,,,,
Organon,Belgium,"Hi team, I have a prospect (a manufacturing company) that wants to optimize its production processes using AI. By analyzing data from their Oracle databases, they aim to develop an AI model that will help them identify process improvement opportunities.
Customer is available Friday the 25th between 13:00 and 15:00 (CET Time). Can someone of the team assist me on this ? Thanks !",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,,,,,,,2024-10-23T17:44:53Z,wauthier.de.wasseige@oracle.com,wauthier.de.wasseige@oracle.com,,,,,
"Balfour Beatty","United Kingdom","Gen AI Assistant for their HR and Finance using ODA+RAG & Gen AI","<= $100K",Active,Proposal,"Tier 1 - Incoming Engagement",,pankaj.b.sharma@oracle.com,,martijn.de.grunt@oracle.com,A7FGCV,,,2024-11-05T17:52:28Z,pankaj.b.sharma@oracle.com,pankaj.b.sharma@oracle.com,,,,,
"Czech Railroad Management Company",Czechia,"Czech Railroad Management Company (SprÃ¡va Å½elenic)
- is a subsidiary of Czech Railways (state owned company managing railways of all country)
- Client is long-term Oracle customer and they were also first Exa CC customer in this country

AI use case 
- They built model that predicts service interruptions
- Model has been trained at GPU infrastructure at Technical University at Ostrava (countryâ€™s currently only existing super computer with Nvidia GPUs)
- Model achieved 85% accuracy 
- Client doesnâ€™t consider this satisfactory and needs to achieve 95% and more to consider model production ready 
- their major concern is cost of training at University Supercomputer could be very costly to achieve higher accuracy 

Ask to Oracle 
1. Can Oracle provide GPU infrastructure that finalise training of the the model to production ready state 95% accuracy and higher 
2. Can Oracle offer more economical option than using current GPU infrastructure at Country Supercomputer at Technical University of Ostrava 


","<= $100K",Complete,"Won Deal","Tier 3 - Strategic Engagement",,pankaj.b.sharma@oracle.com,,tomasz.jozefiak@oracle.com,A7G3KT,,C08B5NQHDUZ,2024-10-18T08:57:07Z,jiri.kram@oracle.com,"jiri.kram@oracle.com, andrej.valach@oracle.com, marek.matlas@oracle.com",,,,,
Freepik,Spain,"This customer is dedicated to image generation. They want to be the number one reference in the word for that. They are now training their own model based on Flux. They have go for this first training with Fal.ai but once they learn how to training Flux they can move to OCI.  Do we have any expert on Flux AI? or any other image generation models ?",<=$500K,Inactive,Proposal,"Tier 2 - Advanced Engagements",,frank.riemer@oracle.com,romuald.josien@oracle.com,alessio.comisso@oracle.com,A7QK73,,,2024-10-10T13:09:48Z,francisco.vega@oracle.com,francisco.g.garcia@oracle.com,,,,,
"Czech University of Agriculture",Czechia,"Background
- CZU (Czech University of Agriculture) is state owned university focus on agriculture studies
- CZU is currently exploring use of AI / ML / GPUs in agriculture and agriculture innovation and research

We seek guidance 
1. what we can offer to agriculture university 
2. what are trends in agriculture AI

AE for this opportunity is Petr Pachovsky","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,,,,2024-10-11T12:26:56Z,jiri.kram@oracle.com,jiri.kram@oracle.com,,,,,
"Legal Compliance Automation",Germany,"The customer is looking at multiple AI usecases, one of them is document understanding. However it seems that our Document Understanding AI might not be sufficiently capable to accomodate their needs. 

An alternative solution might be to deploy Llama 3.2 on their own GPU cluster to use its advanced multimodal capabilities.

If possible I would like to sit down with someone from your team to go through the possibilities and possibly test the usecase (I have a sample document from the customer). 

I did already speak to Frank Riemer about this.","<= $100K",Complete,"Implementation, Won Deal","Tier 2 - Advanced Engagements",,frank.riemer@oracle.com,,alessio.comisso@oracle.com,A75XXJ,,C07MPPW7HCH,2024-10-11T15:28:06Z,jan.thomas.kettner@oracle.com,jan.thomas.kettner@oracle.com,"• Won initial A10 GPU WL + OIC 
1. Customer wants Invoice Processing automation. 
2. Customer unhappy with Oracle AI Document Services 
3. Frank suggested to try Llama 3.2 which worked but not in EU so tried Pixtral which excelled at the task 
4. Alessio setup Pixtral 
5. Alessio provided Demo to customer
6. Connected with Integration Specialists for complete workflow. 
7. Stalled because of Sales person having higher priority deals will be re-engaged in 2025.",,,,
"Liverpool Victoria Financial Services",UK,"Following a strengthening of our relationship with the LVFS CTO and ExCo, customer held their quarterly board meeting and CTO function (all group IT decision-makers and stakeholders) at our offices on Thursday 10th, Friday 11th October.

On Friday 11th, we held an Infrastructure and strategy workshop in parallel with an Application Modernisation workshop. In the latter workshop, the CTO mentioned LVFS are exploring conversational AI/Chatbot use-cases to drive customer experience and build their own LLM.

Understanding this, the Oracle team proposed an AI workshop, exploring our options. I had a call with Andreas Stellatos providing him some background on the opportunity and the ask on Tuesday 15th October so would like to request he is alligned to support. 

In the workshop, we will need to present the Oracle Gen AI/ODA platform, provide a demo into customer experience chatbots for use. As a Life & Pensions org, throughput isnt massive, but due to the high value, experience is priority.

This oppty will include a new vector database/autonomous for the customer to standardise the org on, a net new Oracle Digital Assistant and GPUs for their own LLM","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,,,,,2024-10-16T08:44:45Z,scott.unal@oracle.com,scott.unal@oracle.com,,,,,
"Saudi Telecom Company","Saudi Arabia","The Saudi Telecom Company is planning to implement a national genomic data platform.  We need support to architect the platform and provide input with how AI can be used to provide value for the customer.  We have a customer meeting in the next 2-3 weeks and will require help with an initial presentation.",$5M+,Inactive,Discovery,"Tier 1 - Incoming Engagement",,"jomon.kunnel@oracle.com, srinivas.karri@oracle.com, mohammed.hafeez@oracle.com, aseel.addawood@oracle.com",taha.benssiba@oracle.com,,,,C0812GACNPR,2024-10-16T20:21:26Z,srinivas.karri@oracle.com,srinivas.karri@oracle.com,,,,,
"Aero Vodochody",Czechia,"Background
- Aero Vodochody is a manufacturer of military training jet planes (L-39)
- they supply these jets to many NATO countries and other states
- jets are tailor made for each military
- they are used to train pilots for more advanced types including F-35, F-16

Opportunity 
- AWS tried to sell them AI for CFD and other uses 
- they were stopped by CISO as public cloud is not approved to use due to sensitive nature of the military orders
- each jet is tailor made to specific need of each airforce hence security is for them essential
- AWS tried to position Sovereign Cloud but again it failed because many customers are non NATO non EU 

Question 
1. Can we solve where AWS failed?
2. Is there for us way to offer them something that can be used locally in Czechia in their own data centre?
3. But it would have to be cheaper what they can get from hardware providers like HP, IBM, Dell and alike?

Main objective 
- Run AI including GPUs solely in the country nothing goes to any cloud outside of the country hence we can guarantee absolute security of data and process including all AI processes 


","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,,,,2024-10-17T14:10:30Z,jiri.kram@oracle.com,jiri.kram@oracle.com,,,,,
Roche,Switzerland,"Require assistance with a meeting presentation with NVIDIA and later, Roche.
- How can Oracle differentiate its AI offerings from other cloud providers in the life sciences sector?
- What specific use cases in clinical research would benefit most from the proposed AI and supercomputing capabilities?
- How can Oracle and Nvidia collaborate to create a compelling value proposition for Roche?
- What are the potential cost implications of using AI at scale for research, and how does this compare to current methods?
- How can Oracle address Roche's concerns about economies of scale and skill availability that currently favor AWS?",<=$1M,Inactive,Unqualified,"Tier 2 - Advanced Engagements",,"frank.riemer@oracle.com, srinivas.karri@oracle.com",joshua.suter@oracle.com,,Requested,,C0803N7EW11,2024-10-17T18:14:15Z,srinivas.karri@oracle.com,srinivas.karri@oracle.com,,,,,
